Domain,Score,DMARC,Age,Spamhaus,Talos,VT Clean,Abuse Score
cranfield.ac.uk,70,none,29.9,True,unknown,,
cmbchina.com,70,none,29.1,True,unknown,,
easeus.com,70,none,21.8,True,unknown,,
instapaper.com,70,none,19.6,True,unknown,,
texasmonthly.com,70,none,31.4,True,unknown,,
marketrealist.com,70,none,14.1,True,unknown,,
maricopa.edu,70,none,35.9,True,unknown,,
cl.ly,70,none,16.4,True,unknown,,
thespec.com,70,none,25.5,True,unknown,,
polyu.edu.hk,70,none,31.5,True,unknown,,
journalstar.com,70,none,28.4,True,unknown,,
house.gov,70,none,28.7,True,unknown,,
ca.gov,70,none,28.7,True,unknown,,
uptodown.com,70,none,23.5,True,unknown,,
thegrocer.co.uk,70,none,29,True,unknown,,
veoh.com,70,none,21,True,unknown,,
podomatic.com,70,none,21.5,True,unknown,,
tinyletter.com,70,none,15.7,True,unknown,,
banyantree.com,70,none,30,True,unknown,,
cafonline.com,70,none,29,True,unknown,,
avrotros.nl,70,none,15.1,True,unknown,,
mccormick.com,70,none,31.5,True,unknown,,
99percentinvisible.org,70,none,16.1,True,unknown,,
cbs8.com,70,none,21.4,True,unknown,,
merchantcircle.com,70,none,21.7,True,unknown,,
dailycaller.com,70,none,17.1,True,unknown,,
sankei.com,70,none,29.2,True,unknown,,
twit.tv,70,none,21.1,True,unknown,,
appbrain.com,70,none,16.4,True,unknown,,
wamu.org,70,none,30.3,True,unknown,,
later.com,70,none,29.3,True,unknown,,
ted.com,70,none,31.6,True,unknown,,
unimib.it,70,none,27.3,True,unknown,,
orange.com,70,none,32.5,True,unknown,,
pinkbike.com,70,none,26.4,True,unknown,,
websitewelcome.com,70,none,23.1,True,unknown,,
ohchr.org,70,none,24.5,True,unknown,,
cepr.net,70,none,26.6,True,unknown,,
ets.org,70,none,31.7,True,unknown,,
reading.ac.uk,70,none,29.9,True,unknown,,
iheart.com,70,none,27.4,True,unknown,,
aish.com,70,none,28.8,True,unknown,,
kvue.com,70,none,32,True,unknown,,
fas.org,70,none,31.2,True,unknown,,
napaonline.com,70,none,30.1,True,unknown,,
uxdesign.cc,70,none,13.1,True,unknown,,
ky.gov,70,none,24.9,True,unknown,,
xdebug.org,70,none,22.8,True,unknown,,
lge.com,70,none,31.4,True,unknown,,
samsung.com,70,none,31.6,True,unknown,,
chunichi.co.jp,70,none,31.8,True,unknown,,
gnavi.co.jp,70,none,26.3,True,unknown,,
hktdc.com,70,none,26.2,True,unknown,,
technologynetworks.com,70,none,24.2,True,unknown,,
nus.edu.sg,70,none,29.8,True,unknown,,
ocnk.net,70,none,22.3,True,unknown,,
sdsc.edu,70,none,39.2,True,unknown,,
irishnews.com,70,none,30.6,True,unknown,,
laposte.fr,70,none,30.1,True,unknown,,
cbsnews.com,70,none,31.7,True,unknown,,
dailytimes.com.pk,70,none,24.6,True,unknown,,
nationaljournal.com,70,none,30.4,True,unknown,,
saude.gov.br,70,none,29.9,True,unknown,,
lin.ee,70,none,11.7,True,unknown,,
gamespot.com,70,none,30.4,True,unknown,,
brighttalk.com,70,none,21.7,True,unknown,,
photopea.com,70,none,13.6,True,unknown,,
withgoogle.com,70,none,17.6,True,unknown,,
faroutmagazine.co.uk,70,none,13.9,True,unknown,,
chanel.com,70,none,29.9,True,unknown,,
squid-cache.org,70,none,27.7,True,unknown,,
sfu.ca,70,none,25.7,True,unknown,,
usatoday.com,70,none,32.1,True,unknown,,
extremetech.com,70,none,26.1,True,unknown,,
medscape.com,70,none,27.3,True,unknown,,
ycombinator.com,70,none,21.2,True,unknown,,
generatepress.com,70,none,12.2,True,unknown,,
asahi-net.or.jp,70,none,32,True,unknown,,
uol.com.br,70,none,30.2,True,unknown,,
euronews.com,70,none,29.2,True,unknown,,
fedoraproject.org,70,none,22.7,True,unknown,,
jupyter.org,70,none,12.2,True,unknown,,
investing.com,70,none,31.3,True,unknown,,
statesman.com,70,none,31.6,True,unknown,,
postrelease.com,70,none,19.8,True,unknown,,
zawya.com,70,none,26.8,True,unknown,,
financemagnates.com,70,none,15.1,True,unknown,,
santacruzsentinel.com,70,none,26.8,True,unknown,,
dyson.com,70,none,28.6,True,unknown,,
uiuc.edu,70,none,40.9,True,unknown,,
georgetown.edu,70,none,39.6,True,unknown,,
iup.edu,70,none,36.2,True,unknown,,
maximintegrated.com,70,none,24.9,True,unknown,,
arkansas.com,70,none,28.5,True,unknown,,
pollstar.com,70,none,31.7,True,unknown,,
tucows.com,70,none,30.8,True,unknown,,
cio.com,70,none,31.4,True,unknown,,
uw.edu,70,none,27.3,True,unknown,,
pressreader.com,70,none,21.6,True,unknown,,
lbl.gov,70,none,28.7,True,unknown,,
joomlart.com,70,none,20.8,True,unknown,,
scifi.com,70,none,32.7,True,unknown,,
nationalacademies.org,70,none,27.4,True,unknown,,
postimage.org,70,none,20.9,True,unknown,,
warriorforum.com,70,none,25.2,True,unknown,,
travis-ci.com,70,none,15.3,True,unknown,,
coloradosun.com,70,none,24.3,True,unknown,,
freebsd.org,70,none,31.7,True,unknown,,
benchmarkemail.com,70,none,23.4,True,unknown,,
man7.org,70,none,20.5,True,unknown,,
smashwords.com,70,none,20.9,True,unknown,,
webflow.io,70,none,13.1,True,unknown,,
1001freefonts.com,70,none,27.5,True,unknown,,
gotowebinar.com,70,none,23,True,unknown,,
msu.ru,70,none,29.5,True,unknown,,
dreamwidth.org,70,none,18.2,True,unknown,,
wpi.edu,70,none,38.2,True,unknown,,
avma.org,70,none,30.6,True,unknown,,
gminsights.com,70,none,10.9,True,unknown,,
brenebrown.com,70,none,22.9,True,unknown,,
archives-ouvertes.fr,70,none,19.7,True,unknown,,
washington.edu,70,none,39.8,True,unknown,,
jigsy.com,70,none,21.4,True,unknown,,
sissa.it,70,none,30.4,True,unknown,,
assemblee-nationale.fr,70,none,27.9,True,unknown,,
splashthat.com,70,none,14.6,True,unknown,,
umu.se,70,none,39,True,unknown,,
barcelona.cat,70,none,20.3,True,unknown,,
doubleclick.net,70,none,30.4,True,unknown,,
giveawayoftheday.com,70,none,20.6,True,unknown,,
informs.org,70,none,31.3,True,unknown,,
federalregister.gov,70,none,18.3,True,unknown,,
reason.com,70,none,28.8,True,unknown,,
issn.org,70,none,30.2,True,unknown,,
escardio.org,70,none,30.3,True,unknown,,
yandex.ru,70,none,28.7,True,unknown,,
wnd.com,70,none,27.7,True,unknown,,
adaa.org,70,none,30.2,True,unknown,,
tiscali.it,70,none,26.5,True,unknown,,
labiennale.org,70,none,27.3,True,unknown,,
dailyfinance.com,70,none,22.3,True,unknown,,
ascopubs.org,70,none,19.7,True,unknown,,
mwcbarcelona.com,70,none,11.7,True,unknown,,
hamilton.edu,70,none,35,True,unknown,,
univ-nantes.fr,70,none,31.5,True,unknown,,
digg.com,70,none,26.3,True,unknown,,
lafeltrinelli.it,70,none,25.2,True,unknown,,
edfringe.com,70,none,29.4,True,unknown,,
davidsuzuki.org,70,none,29,True,unknown,,
suzhoudress.com,70,none,13.4,True,unknown,,
itch.io,70,none,14.6,True,unknown,,
inserm.fr,70,none,31.5,True,unknown,,
nacion.com,70,none,30.9,True,unknown,,
nownews.com,70,none,22.6,True,unknown,,
blackwells.co.uk,70,none,29.5,True,unknown,,
gd.gov.cn,70,none,28.9,True,unknown,,
bandcamp.com,70,none,23,True,unknown,,
taschen.com,70,none,30,True,unknown,,
lexis.com,70,none,31.7,True,unknown,,
bunny.net,70,none,26.6,True,unknown,,
opensource.org,70,none,28.4,True,unknown,,
historic-uk.com,70,none,26.2,True,unknown,,
pravmir.ru,70,none,22.4,True,unknown,,
therealreal.com,70,none,15.3,True,unknown,,
swift.org,70,none,29.5,True,unknown,,
cygwin.com,70,none,26.5,True,unknown,,
40billion.com,70,none,18.4,True,unknown,,
cambridge.org,70,none,28.2,True,unknown,,
enchantedlearning.com,70,none,30.6,True,unknown,,
icom.museum,70,none,24.5,True,unknown,,
wa.gov,70,none,28.7,True,unknown,,
prohosting.com,70,none,28.8,True,unknown,,
lbbonline.com,70,none,18.3,True,unknown,,
mybroadband.co.za,70,none,22.5,True,unknown,,
abc.xyz,70,none,12.2,True,unknown,,
techreport.com,70,none,23.1,True,unknown,,
hurriyetdailynews.com,70,none,17.7,True,unknown,,
investopedia.com,70,none,26.9,True,unknown,,
mercopress.com,70,none,29.8,True,unknown,,
lonelyplanet.com,70,none,31.8,True,unknown,,
unica.it,70,none,30.4,True,unknown,,
hotfrog.com,70,none,23.1,True,unknown,,
nationalgeographic.com,70,none,30.7,True,unknown,,
nationaltoday.com,70,none,14.9,True,unknown,,
hihonor.com,70,none,11.9,True,unknown,,
wanderlog.com,70,none,18.4,True,unknown,,
narod.ru,70,none,26.5,True,unknown,,
stlpr.org,70,none,12.6,True,unknown,,
enea.it,70,none,30.4,True,unknown,,
ruby-doc.org,70,none,23.7,True,unknown,,
smarturl.it,70,none,15.9,True,unknown,,
suny.edu,70,none,30.8,True,unknown,,
zdnet.co.kr,70,none,28.6,True,unknown,,
partycity.com,70,none,28.4,True,unknown,,
funpay.com,70,none,16.8,True,unknown,,
360.cn,70,none,23.3,True,unknown,,
ucoz.com,70,none,20.8,True,unknown,,
fidh.org,70,none,26.5,True,unknown,,
talkingpointsmemo.com,70,none,25.4,True,unknown,,
ptinews.com,70,none,27.4,True,unknown,,
clara.net,70,none,30.3,True,unknown,,
13newsnow.com,70,none,13.1,True,unknown,,
imweb.me,70,none,10.1,True,unknown,,
brightcove.net,70,none,21.4,True,unknown,,
tiny.cc,70,none,20.3,True,unknown,,
kormany.hu,70,none,24.7,True,unknown,,
albawaba.com,70,none,27.1,True,unknown,,
search.com,70,none,30.3,True,unknown,,
mindat.org,70,none,25.8,True,unknown,,
ilfattoquotidiano.it,70,none,17,True,unknown,,
globo.com,70,none,27.5,True,unknown,,
equinenow.com,70,none,21.3,True,unknown,,
adecco.com,70,none,30.1,True,unknown,,
brighton.ac.uk,70,none,29.9,True,unknown,,
agu.org,70,none,34.9,True,unknown,,
treccani.it,70,none,29.2,True,unknown,,
brookes.ac.uk,70,none,29.9,True,unknown,,
centrum.cz,70,none,28.9,True,unknown,,
atw.hu,70,none,23.1,True,unknown,,
scmagazine.com,70,none,28.3,True,unknown,,
pcworld.com,70,none,34.2,True,unknown,,
unrulymedia.com,70,none,20,True,unknown,,
triblive.com,70,none,28.5,True,unknown,,
hogrefe.com,70,none,29.8,True,unknown,,
sony.co.uk,70,none,29.9,True,unknown,,
python.org,70,none,31.2,True,unknown,,
kokusen.go.jp,70,none,31.6,True,unknown,,
ubuntu.com,70,none,22.1,True,unknown,,
gstatic.com,70,none,18.4,True,unknown,,
gimmesomeoven.com,70,none,17,True,unknown,,
gitea.com,70,none,17.1,True,unknown,,
justia.com,70,none,23.7,True,unknown,,
dream-theme.com,70,none,15.6,True,unknown,,
radissonblu.com,70,none,18,True,unknown,,
forbes.com.br,70,none,26.5,True,unknown,,
9292.nl,70,none,19.7,True,unknown,,
ilmeteo.it,70,none,25.6,True,unknown,,
itmedia.co.jp,70,none,21,True,unknown,,
cgiar.org,70,none,32.3,True,unknown,,
yodobashi.com,70,none,26.6,True,unknown,,
washingtonian.com,70,none,30.1,True,unknown,,
freedesktop.org,70,none,26.6,True,unknown,,
hotmail.com,70,none,30.2,True,unknown,,
mcgill.ca,70,none,25.7,True,unknown,,
soup.io,70,none,18.9,True,unknown,,
dedecms.com,70,none,22,True,unknown,,
iop.org,70,none,31.7,True,unknown,,
jamieoliver.com,70,none,26.7,True,unknown,,
kaercher.com,70,none,29.9,True,unknown,,
nbcnews.com,70,none,29,True,unknown,,
accesswire.com,70,none,23.7,True,unknown,,
thetyee.ca,70,none,22.7,True,unknown,,
hbs.edu,70,none,30.8,True,unknown,,
timepad.ru,70,none,17.8,True,unknown,,
qsl.net,70,none,29.4,True,unknown,,
argusleader.com,70,none,30.3,True,unknown,,
firstpost.com,70,none,23.9,True,unknown,,
dti.ne.jp,70,none,29.5,True,unknown,,
computerworld.com,70,none,32.6,True,unknown,,
influxdata.com,70,none,12,True,unknown,,
usc.edu,70,none,40.8,True,unknown,,
ielts.org,70,none,28.3,True,unknown,,
maryland.gov,70,none,26.7,True,unknown,,
fdd.org,70,none,12.8,True,unknown,,
rappler.com,70,none,15.3,True,unknown,,
bobvila.com,70,none,29.9,True,unknown,,
aanda.org,70,none,27.2,True,unknown,,
sendspace.com,70,none,20.9,True,unknown,,
themighty.com,70,none,24.7,True,unknown,,
dawn.com,70,none,29.2,True,unknown,,
drupal.org,70,none,25.1,True,unknown,,
organicconsumers.org,70,none,27.5,True,unknown,,
capcom.co.jp,70,none,30.2,True,unknown,,
nagios.org,70,none,25.1,True,unknown,,
iucnredlist.org,70,none,23.7,True,unknown,,
calpoly.edu,70,none,38,True,unknown,,
aaas.org,70,none,33,True,unknown,,
princehotels.co.jp,70,none,21.3,True,unknown,,
kens5.com,70,none,28,True,unknown,,
msf.org,70,none,31.4,True,unknown,,
columbia.edu,70,none,41,True,unknown,,
dartmouth.edu,70,none,40.3,True,unknown,,
sandiegouniontribune.com,70,none,27.5,True,unknown,,
andalucia.org,70,none,29.1,True,unknown,,
apa.org,70,none,33.6,True,unknown,,
jamendo.com,70,none,21.5,True,unknown,,
gmu.edu,70,none,38.7,True,unknown,,
homedit.com,70,none,17.6,True,unknown,,
analyticsindiamag.com,70,none,14.1,True,unknown,,
sciencesetavenir.fr,70,none,26.4,True,unknown,,
businesslive.co.za,70,none,17.7,True,unknown,,
umaine.edu,70,none,28.8,True,unknown,,
perl.org,70,none,31.1,True,unknown,,
univ-paris13.fr,70,none,31.5,True,unknown,,
vinmec.com,70,none,15.2,True,unknown,,
climatechangenews.com,70,none,21.8,True,unknown,,
presage.io,70,none,12.1,True,unknown,,
yonsei.ac.kr,70,none,33,True,unknown,,
unipi.it,70,none,30.4,True,unknown,,
meta.ua,70,none,23.6,True,unknown,,
earthlink.net,70,none,32,True,unknown,,
lse.ac.uk,70,none,29.9,True,unknown,,
manchester.ac.uk,70,none,29.9,True,unknown,,
lothar.com,70,none,30.9,True,unknown,,
eventsair.com,70,none,12.2,True,unknown,,
thebaffler.com,70,none,27.4,True,unknown,,
askmen.com,70,none,27,True,unknown,,
jamaica-gleaner.com,70,none,30.1,True,unknown,,
ripn.net,70,none,32.1,True,unknown,,
snl.no,70,none,10.8,True,unknown,,
cuhk.edu.hk,70,none,30.6,True,unknown,,
cardplayer.com,70,none,30.7,True,unknown,,
zety.com,70,none,26.4,True,unknown,,
adbusters.org,70,none,30.8,True,unknown,,
lefigaro.fr,70,none,29.8,True,unknown,,
abema.tv,70,none,11.2,True,unknown,,
annals.org,70,none,27.4,True,unknown,,
fujitv.co.jp,70,none,17.5,True,unknown,,
vt.edu,70,none,38.6,True,unknown,,
oercommons.org,70,none,19.7,True,unknown,,
passkey.com,70,none,29,True,unknown,,
dribbble.com,70,none,18.2,True,unknown,,
archaeology.org,70,none,30,True,unknown,,
davidrumsey.com,70,none,26.4,True,unknown,,
ces.tech,70,none,10.8,True,unknown,,
visitcloud.com,70,none,12.9,True,unknown,,
formcraft-wp.com,70,none,11.3,True,unknown,,
valuewalk.com,70,none,16.4,True,unknown,,
wfaa.com,70,none,30.8,True,unknown,,
umich.edu,70,none,40.7,True,unknown,,
eugdpr.org,70,none,10.7,True,unknown,,
olemiss.edu,70,none,37.7,True,unknown,,
joongang.co.kr,70,none,31.3,True,unknown,,
intel.com,70,none,40.2,True,unknown,,
kb.nl,70,none,29,True,unknown,,
autosport.com,70,none,30.7,True,unknown,,
rupress.org,70,none,25.7,True,unknown,,
umd.edu,70,none,40.9,True,unknown,,
technavio.com,70,none,19.3,True,unknown,,
infojobs.net,70,none,28.2,True,unknown,,
kmk.org,70,none,29.6,True,unknown,,
guancha.cn,70,none,20.7,True,unknown,,
worxware.com,70,none,21.3,True,unknown,,
asahi.com,70,none,30.9,True,unknown,,
nationaltrust.org.uk,70,none,29.6,True,unknown,,
irishtimes.com,70,none,29,True,unknown,,
wpopal.com,70,none,12.5,True,unknown,,
denon.com,70,none,34.5,True,unknown,,
thenextweb.com,70,none,17.9,True,unknown,,
confengine.com,70,none,12.4,True,unknown,,
thestar.com,70,none,30.6,True,unknown,,
nationaltheatre.org.uk,70,none,27.9,True,unknown,,
marinij.com,70,none,30.2,True,unknown,,
ya.ru,70,none,26.9,True,unknown,,
vhx.tv,70,none,15.6,True,unknown,,
siliconangle.com,70,none,17.5,True,unknown,,
linkcentre.com,70,none,29.9,True,unknown,,
unhcr.org,70,none,29.1,True,unknown,,
fabswingers.com,70,none,19.8,True,unknown,,
mix.com,70,none,34.6,True,unknown,,
businesstech.co.za,70,none,17.7,True,unknown,,
prizeo.com,70,none,17.2,True,unknown,,
mapquest.com,70,none,30.4,True,unknown,,
virginia.gov,70,none,25.5,True,unknown,,
wgrz.com,70,none,30.1,True,unknown,,
astronomy.com,70,none,31.4,True,unknown,,
repubblica.it,70,none,30.1,True,unknown,,
experts-exchange.com,70,none,29.9,True,unknown,,
rawstory.com,70,none,22.4,True,unknown,,
renewableenergyworld.com,70,none,24,True,unknown,,
bikemap.net,70,none,23.8,True,unknown,,
cityofnewyork.us,70,none,24.2,True,unknown,,
dignitymemorial.com,70,none,27.1,True,unknown,,
cultofmac.com,70,none,24.4,True,unknown,,
montecarlosbm.com,70,none,19.3,True,unknown,,
eu.org,70,none,30.9,True,unknown,,
ihg.com,70,none,28.1,True,unknown,,
follett.com,70,none,32,True,unknown,,
pcre.org,70,none,25.8,True,unknown,,
ustravel.org,70,none,24,True,unknown,,
depaul.edu,70,none,39.8,True,unknown,,
alibabadns.com,70,none,13.3,True,unknown,,
snopes.com,70,none,29.4,True,unknown,,
criterion.com,70,none,32.6,True,unknown,,
bmmagazine.co.uk,70,none,19.2,True,unknown,,
theintercept.com,70,none,16.7,True,unknown,,
uta.edu,70,none,40.3,True,unknown,,
earthsky.org,70,none,25.9,True,unknown,,
readthedocs.org,70,none,15.9,True,unknown,,
theeverygirl.com,70,none,14.7,True,unknown,,
e-stat.go.jp,70,none,19.2,True,unknown,,
britishcouncil.org,70,none,27.5,True,unknown,,
japantimes.co.jp,70,none,30.4,True,unknown,,
ciao.jp,70,none,24.1,True,unknown,,
newswire.ca,70,none,25.7,True,unknown,,
alternet.org,70,none,31.5,True,unknown,,
cartoonbrew.com,70,none,22.5,True,unknown,,
msdn.com,70,none,30.8,True,unknown,,
silverchair.com,70,none,30.6,True,unknown,,
zapf.in,70,none,14.1,True,unknown,,
univ-lille.fr,70,none,20.4,True,unknown,,
mtu.edu,70,none,39.1,True,unknown,,
yesmagazine.org,70,none,27.1,True,unknown,,
art.com,70,none,27.6,True,unknown,,
thermofisher.com,70,none,20.1,True,unknown,,
kiva.org,70,none,24.2,True,unknown,,
inquisitr.com,70,none,18.9,True,unknown,,
katv.com,70,none,31.2,True,unknown,,
timeslive.co.za,70,none,17.9,True,unknown,,
khou.com,70,none,31.2,True,unknown,,
jove.com,70,none,30.9,True,unknown,,
cleantechnica.com,70,none,18.4,True,unknown,,
archlinux.org,70,none,24.3,True,unknown,,
xunlei.com,70,none,22.4,True,unknown,,
domain.com,70,none,32,True,unknown,,
usfca.edu,70,none,35.6,True,unknown,,
wn.com,70,none,31.2,True,unknown,,
ipaddress.com,70,none,27.3,True,unknown,,
prweb.com,70,none,29,True,unknown,,
dublincore.org,70,none,26.8,True,unknown,,
world-nuclear.org,70,none,25.4,True,unknown,,
camp-fire.jp,70,none,15.5,True,unknown,,
dailynews.com,70,none,27.3,True,unknown,,
bcorporation.net,70,none,20.9,True,unknown,,
channel5.com,70,none,25.1,True,unknown,,
adweek.com,70,none,31.1,True,unknown,,
eurasianet.org,70,none,26.4,True,unknown,,
slideserve.com,70,none,18.2,True,unknown,,
wthr.com,70,none,31.4,True,unknown,,
invaluable.com,70,none,27.7,True,unknown,,
golang.org,70,none,16.8,True,unknown,,
spec.org,70,none,28.7,True,unknown,,
uscourts.gov,70,none,28.7,True,unknown,,
brandsly.com,70,none,10.5,True,unknown,,
chu.jp,70,none,22.1,True,unknown,,
ana.co.jp,70,none,31.1,True,unknown,,
sqlite.org,70,none,23.9,True,unknown,,
mcdonalds.com,70,none,31.9,True,unknown,,
india.com,70,none,28.8,True,unknown,,
zippyshare.com,70,none,19.8,True,unknown,,
neatorama.com,70,none,21.2,True,unknown,,
ghost.io,70,none,14.7,True,unknown,,
bioone.org,70,none,27,True,unknown,,
thewire.in,70,none,12.1,True,unknown,,
justgetflux.com,70,none,13.7,True,unknown,,
chromium.org,70,none,24.1,True,unknown,,
vcstar.com,70,none,27.3,True,unknown,,
unistra.fr,70,none,18.9,True,unknown,,
coroflot.com,70,none,27.8,True,unknown,,
wonderhowto.com,70,none,19.9,True,unknown,,
ga.gov,70,none,25.1,True,unknown,,
dallascowboys.com,70,none,30.6,True,unknown,,
beniculturali.it,70,none,29.5,True,unknown,,
kut.org,70,none,29.7,True,unknown,,
pubpub.org,70,none,11.2,True,unknown,,
factmag.com,70,none,17.7,True,unknown,,
usj.co.jp,70,none,18.4,True,unknown,,
popsci.com,70,none,30.8,True,unknown,,
marca.com,70,none,29.3,True,unknown,,
worldpressphoto.org,70,none,26.4,True,unknown,,
tiki.ne.jp,70,none,29,True,unknown,,
truthdig.com,70,none,21.8,True,unknown,,
jma.go.jp,70,none,23.9,True,unknown,,
abiresearch.com,70,none,23.7,True,unknown,,
quantcast.com,70,none,21,True,unknown,,
prospects.ac.uk,70,none,29.9,True,unknown,,
sciencebasedtargets.org,70,none,11.9,True,unknown,,
thisamericanlife.org,70,none,26.8,True,unknown,,
undertone.com,70,none,27.8,True,unknown,,
corriere.it,70,none,30.4,True,unknown,,
udel.edu,70,none,40.9,True,unknown,,
uniprot.org,70,none,24.3,True,unknown,,
louisville.edu,70,none,36.8,True,unknown,,
topuniversities.com,70,none,24.1,True,unknown,,
hani.co.kr,70,none,30.9,True,unknown,,
customerthink.com,70,none,23.8,True,unknown,,
schneier.com,70,none,27.1,True,unknown,,
cvent.com,70,none,26.9,True,unknown,,
hostnet.nl,70,none,27.5,True,unknown,,
courier-journal.com,70,none,30.4,True,unknown,,
jpo.go.jp,70,none,25.7,True,unknown,,
youradchoices.com,70,none,14.8,True,unknown,,
euromaidanpress.com,70,none,12.1,True,unknown,,
mondaq.com,70,none,28.8,True,unknown,,
gentoo.org,70,none,26.7,True,unknown,,
nationalinterest.org,70,none,28.3,True,unknown,,
cityofchicago.org,70,none,28.7,True,unknown,,
1prime.ru,70,none,15,True,unknown,,
ifremer.fr,70,none,31.5,True,unknown,,
ijg.org,70,none,29.1,True,unknown,,
linuxfoundation.org,70,none,24.4,True,unknown,,
myflorida.com,70,none,26.8,True,unknown,,
unm.edu,70,none,39.8,True,unknown,,
wm.edu,70,none,37.7,True,unknown,,
activerain.com,70,none,22.8,True,unknown,,
creativecommons.org,70,none,25.4,True,unknown,,
smartasset.com,70,none,22.5,True,unknown,,
mos.org,70,none,31.3,True,unknown,,
cafemom.com,70,none,21.5,True,unknown,,
cssn.cn,70,none,21.5,True,unknown,,
